Voltage,Frequency,Impedance,Phase,Conductance,Susceptance,Resistance,Reactance
10 MV,360KHZ,37236.1,-2.0449,2.67698e-05,9.28405e-07,37323.5,-1250.68
10 MV,360KHZ,37279.3,-1.95649,2.68631e-05,9.09375e-07,37203.4,-1336.74
10 MV,360KHZ,37318.8,-1.93847,2.67887e-05,8.75567e-07,37286.2,-1248.78
10 MV,370KHZ,38423.5,-1214.78,2.57701e-05,4.95055e-07,37873.3,-1435.78
10 MV,370KHZ,38636.1,-0.981234,2.62275e-05,1.04377e-06,38693.6,-700.323
10 MV,370KHZ,38124.2,-2.22341,2.58586e-05,4.38721e-07,38061.1,-1395.97
10 MV,370KHZ,38662.1,-0.904165,2.62146e-05,9.80424e-07,38445.4,-589.236
10 MV,370KHZ,38199.8,-2.0957,2.59091e-05,4.0672e-07,38171.3,-1476.73
10 MV,370KHZ,38507.5,-0.859676,2.61508e-05,9.56789e-07,38441.7,-674.864
10 MV,370KHZ,38296.7,-2.20948,2.60336e-05,4.76226e-07,38210.9,-1458.72
10 MV,370KHZ,38372.7,-1.08168,2.60232e-05,9.78477e-07,38250.2,-647.342
10 MV,380KHZ,37989.8,-1.42418,2.58157e-05,7.77024e-07,38120.5,-948.8
10 MV,380KHZ,38701.9,-1.63508,2.63178e-05,6.9369e-07,38728.5,-1138.71
10 MV,380KHZ,37902.7,-1.58967,2.58201e-05,7.03585e-07,37926.5,-1065.02
10 MV,380KHZ,38891.2,-1.47311,2.63445e-05,7.41837e-07,38822.4,-976.836
10 MV,380KHZ,37850.3,-1.71982,2.5678e-05,7.0115e-07,37853.1,-1189.34
10 MV,380KHZ,38805.5,-1.36977,2.63365e-05,8.23334e-07,38851.1,-899.256
10 MV,380KHZ,37926.7,-1.82669,2.57684e-05,5.68161e-07,37941.4,-1235.93
10 MV,380KHZ,38859.8,-1.12698,2.63807e-05,9.37119e-07,38806.0,-834.303
10 MV,390KHZ,38401.0,-2.16075,2.60586e-05,4.19244e-07,38285.6,-1420.9
10 MV,390KHZ,38253.9,-1.01023,2.59835e-05,1.018e-06,38206.8,-784.564
10 MV,390KHZ,38487.4,-1.94493,2.61775e-05,5.45768e-07,38364.3,-1337.62
10 MV,390KHZ,38229.4,-1.26216,2.59129e-05,9.31518e-07,38147.3,-787.504
10 MV,390KHZ,38699.3,-1.89156,2.62602e-05,5.74443e-07,38623.0,-1295.43
10 MV,390KHZ,38107.6,-1.44133,2.58256e-05,7.92658e-07,37980.4,-923.489
10 MV,390KHZ,38749.5,-1.6697,2.62514e-05,6.18564e-07,38794.8,-1090.81
10 MV,390KHZ,37939.4,-1.44141,2.58103e-05,7.81247e-07,37853.9,-973.427
10 MV,400KHZ,38690.8,-1.78691,2.63262e-05,6.25597e-07,38667.6,-1189.37
10 MV,400KHZ,38002.3,-1.45108,2.57778e-05,7.17569e-07,37963.8,-1059.46
10 MV,400KHZ,38745.9,-1.68435,2.63546e-05,7.05209e-07,38772.9,-1059.7
10 MV,400KHZ,37867.7,-1.71759,2.56976e-05,7.05589e-07,37910.9,-1171.5
10 MV,400KHZ,38784.8,-1.42604,2.64233e-05,8.0763e-07,38821.0,-957.553
10 MV,400KHZ,37878.3,-1.81552,2.57956e-05,6.3299e-07,37831.4,-1193.77
10 MV,400KHZ,38810.9,-1.23801,2.63849e-05,8.78437e-07,38819.9,-802.468
10 MV,400KHZ,37877.5,-2.16895,2.57749e-05,5.54162e-07,37897.4,-1351.96
10 MV,410KHZ,38137.7,-1.19365,2.58405e-05,8.39014e-07,38113.9,-857.028
10 MV,410KHZ,38688.0,-1.81639,2.62551e-05,5.86126e-07,38829.5,-1186.05
10 MV,410KHZ,38057.6,-1.30911,2.5828e-05,7.25202e-07,37986.2,-964.153
10 MV,410KHZ,38636.7,-1.65889,2.63086e-05,6.91097e-07,38818.9,-1101.89
10 MV,410KHZ,37918.3,-1.78502,2.57949e-05,6.5244e-07,37883.5,-1113.51
10 MV,410KHZ,38774.8,-1.45213,2.63739e-05,7.08266e-07,38844.9,-960.753
10 MV,410KHZ,37850.4,-1.8752,2.57387e-05,5.57609e-07,37813.0,-1214.28
10 MV,410KHZ,38851.5,-1.16755,2.63413e-05,8.82024e-07,38801.6,-771.753
10 MV,420KHZ,38185.2,-2.25984,2.59533e-05,4.9393e-07,38051.7,-1407.96
10 MV,420KHZ,38494.5,-0.967745,2.61734e-05,9.95837e-07,38462.3,-681.74
10 MV,420KHZ,38243.8,-2.21097,2.60221e-05,4.65284e-07,38218.3,-1485.69
10 MV,420KHZ,38423.2,-1.00024,2.61174e-05,1.00495e-06,38382.0,-772.024
10 MV,420KHZ,38332.0,-2.13498,2.61826e-05,4.83079e-07,38380.6,-1503.43
10 MV,420KHZ,38305.9,-1.16331,2.60594e-05,8.74779e-07,38234.3,-631.498
10 MV,420KHZ,38503.0,-1.82011,2.62169e-05,5.56699e-07,38582.1,-1427.7
10 MV,420KHZ,38101.3,-1.22983,2.58385e-05,8.1737e-07,38113.6,-852.106
10 MV,430KHZ,37904.7,-1.70414,2.5694e-05,6.49356e-07,37795.0,-1216.82
10 MV,430KHZ,38895.6,-1.25062,2.64517e-05,8.52187e-07,38775.2,-929.073
10 MV,430KHZ,37823.0,-1.81119,2.57465e-05,5.10446e-07,37882.6,-1330.08
10 MV,430KHZ,38797.5,-1.17534,2.63793e-05,9.07894e-07,38712.5,-866.505
10 MV,430KHZ,37938.0,-2.02482,2.57727e-05,5.42625e-07,37888.5,-1320.38
10 MV,430KHZ,38759.0,-1.24228,2.6269e-05,1.01396e-06,38731.4,-682.682
10 MV,430KHZ,37946.1,-2.18829,2.57772e-05,4.52903e-07,37959.4,-1351.54
10 MV,430KHZ,38656.7,-1.04656,2.62246e-05,9.64193e-07,38677.3,-655.748
10 MV,440KHZ,38008.4,-1.60659,2.57647e-05,8.02559e-07,37981.3,-1025.6
10 MV,440KHZ,38816.8,-1.44025,2.6377e-05,7.38557e-07,38742.4,-1071.28
10 MV,440KHZ,37906.1,-1.67847,2.57412e-05,6.93477e-07,37843.7,-1090.01
10 MV,440KHZ,38803.2,-1.37816,2.63402e-05,8.36031e-07,38862.7,-915.56
10 MV,440KHZ,37931.2,-1.56806,2.57561e-05,6.16866e-07,37907.0,-1171.56
10 MV,440KHZ,38877.8,-1.1494,2.64522e-05,8.79596e-07,38850.4,-718.415
10 MV,440KHZ,37867.9,-1.90341,2.58189e-05,4.8835e-07,37905.0,-1285.1
10 MV,440KHZ,38892.8,-1.10406,2.63809e-05,9.14196e-07,38917.5,-732.0
10 MV,450KHZ,39896.1,-0.694765,2.50456e-05,2.79294e-07,39769.4,-627.162
10 MV,450KHZ,39810.6,-0.998075,2.51764e-05,4.11675e-07,39855.1,-497.144
10 MV,450KHZ,39784.7,-0.258823,2.51015e-05,3.1061e-07,39689.5,-504.324
10 MV,450KHZ,39807.0,-1.13232,2.51546e-05,3.47082e-07,39979.2,-366.382
10 MV,450KHZ,39695.0,-0.385707,2.51609e-05,2.77349e-07,39819.8,-605.451
10 MV,450KHZ,39814.1,-0.878193,2.50521e-05,2.93941e-07,39825.2,-379.03
10 MV,450KHZ,39844.1,-0.517427,2.5126e-05,3.80572e-07,39810.2,-534.234
10 MV,450KHZ,39823.0,-0.616004,2.50581e-05,1.42175e-07,39721.9,-337.912
10 MV,460KHZ,39884.1,-1.19379,2.50864e-05,3.1305e-07,39910.1,-337.347
10 MV,460KHZ,39687.5,-0.421177,2.51669e-05,4.43793e-07,39767.2,-535.237
10 MV,460KHZ,39880.5,-0.801191,2.505e-05,2.24904e-07,39751.9,-536.039
10 MV,460KHZ,39567.3,-1.10969,2.52664e-05,4.07876e-07,39894.9,-573.899
10 MV,460KHZ,39720.6,-0.272282,2.50877e-05,2.54589e-07,39793.5,-446.239
10 MV,460KHZ,39926.5,-1.17802,2.51389e-05,4.19533e-07,39923.8,-415.957
10 MV,460KHZ,39832.9,-0.320484,2.51205e-05,3.03631e-07,39722.8,-541.474
10 MV,460KHZ,39885.0,-0.971876,2.50663e-05,2.61774e-07,40040.5,-341.962
10 MV,470KHZ,39903.9,-0.969776,2.51244e-05,3.2082e-07,39866.5,-457.275
10 MV,470KHZ,39782.5,-0.5597,2.51356e-05,3.85694e-07,39902.4,-520.54
10 MV,470KHZ,39887.5,-0.611147,2.50403e-05,2.30493e-07,39760.1,-453.282
10 MV,470KHZ,39804.9,-1.14365,2.51227e-05,4.40113e-07,39788.8,-417.953
10 MV,470KHZ,39742.5,-0.28241,2.51392e-05,2.28101e-07,39827.7,-639.741
10 MV,470KHZ,39841.5,-0.932769,2.51394e-05,3.51279e-07,39826.3,-420.025
10 MV,470KHZ,39714.3,-0.552138,2.51333e-05,2.82782e-07,39863.4,-672.04
10 MV,470KHZ,39887.2,-0.986827,2.50149e-05,1.88921e-07,39662.6,-367.958
10 MV,480KHZ,39766.0,-0.81674,2.51562e-05,3.51817e-07,39793.3,-544.381
10 MV,480KHZ,39907.9,-0.421391,2.51124e-05,2.239e-07,39735.1,-476.895
10 MV,480KHZ,39758.7,-1.12636,2.49988e-05,3.29462e-07,40032.3,-395.491
10 MV,480KHZ,39788.4,-0.414679,2.51081e-05,2.77453e-07,39866.7,-487.38
10 MV,480KHZ,39979.9,-0.981483,2.50763e-05,2.92385e-07,39923.3,-358.931
10 MV,480KHZ,39811.0,-0.549092,2.51479e-05,4.05126e-07,39691.2,-641.869
10 MV,480KHZ,39898.2,-0.75686,2.5063e-05,2.88386e-07,39769.2,-389.784
10 MV,480KHZ,39778.6,-0.650175,2.51725e-05,3.81963e-07,39807.0,-584.077
10 MV,490KHZ,40279.7,-0.412695,2.4864e-05,1.64017e-07,40259.1,-281.486
10 MV,490KHZ,40270.9,-0.372175,2.48638e-05,1.67882e-07,40229.0,-282.934
10 MV,490KHZ,40219.7,-0.430261,2.48909e-05,1.23429e-07,40244.5,-284.117
10 MV,490KHZ,40230.7,-0.385763,2.48626e-05,1.85529e-07,40160.4,-281.819
10 MV,490KHZ,40239.1,-0.343087,2.48953e-05,1.93869e-07,40211.7,-251.998
10 MV,490KHZ,40239.9,-0.408291,2.48664e-05,1.49099e-07,40211.7,-316.042
10 MV,490KHZ,40267.4,-0.419786,2.48522e-05,1.67842e-07,40229.1,-253.141
10 MV,490KHZ,40220.7,-0.391817,2.48554e-05,1.64225e-07,40210.3,-346.358
10 MV,500KHZ,40240.7,-0.381534,2.48541e-05,2.09324e-07,40249.1,-300.214
10 MV,500KHZ,40258.7,-0.451228,2.48576e-05,1.62974e-07,40190.0,-328.964
10 MV,500KHZ,40207.5,-0.3906,2.484e-05,1.65552e-07,40200.9,-318.469
10 MV,500KHZ,40244.0,-0.343548,2.48433e-05,1.37611e-07,40262.2,-301.083
10 MV,500KHZ,40236.3,-0.381781,2.48255e-05,1.83984e-07,40199.8,-329.215
10 MV,500KHZ,40236.2,-0.349664,2.48511e-05,1.52883e-07,40225.0,-313.386
10 MV,500KHZ,40240.5,-0.380392,2.48437e-05,1.72528e-07,40214.8,-250.807
10 MV,500KHZ,40239.8,-0.4104,2.48411e-05,1.80971e-07,40184.8,-308.836
10 MV,510KHZ,40166.2,-0.516701,2.48621e-05,2.25987e-07,40224.9,-304.826
10 MV,510KHZ,40237.0,-0.37334,2.48359e-05,1.77984e-07,40292.5,-250.669
10 MV,510KHZ,40147.7,-0.398057,2.48404e-05,1.93281e-07,40184.4,-251.273
10 MV,510KHZ,40255.0,-0.349372,2.49088e-05,1.93286e-07,40233.5,-260.314
10 MV,510KHZ,40237.7,-0.432892,2.48802e-05,1.4491e-07,40248.5,-287.806
10 MV,510KHZ,40226.1,-0.346448,2.48634e-05,1.76283e-07,40290.7,-297.269
10 MV,510KHZ,40220.4,-0.470984,2.48775e-05,1.82659e-07,40193.0,-279.138
10 MV,510KHZ,40240.8,-0.347072,2.48641e-05,1.61995e-07,40221.2,-233.357
10 MV,520KHZ,40186.0,-0.379268,2.48808e-05,1.46352e-07,40178.9,-342.337
10 MV,520KHZ,40189.7,-0.465685,2.48628e-05,1.87471e-07,40211.1,-297.302
10 MV,520KHZ,40249.9,-0.425628,2.48552e-05,1.96811e-07,40230.0,-283.562
10 MV,520KHZ,40201.2,-0.344131,2.48682e-05,1.80982e-07,40210.0,-310.178
10 MV,520KHZ,40260.9,-0.332475,2.48948e-05,1.54513e-07,40227.6,-255.632
10 MV,520KHZ,40227.4,-0.370443,2.48582e-05,2.06196e-07,40247.0,-305.32
10 MV,520KHZ,40172.8,-0.454262,2.48749e-05,1.81369e-07,40251.0,-313.494
10 MV,520KHZ,40194.9,-0.370671,2.48851e-05,1.29444e-07,40228.9,-214.109
10 MV,530KHZ,40184.9,-0.351331,2.48848e-05,1.6201e-07,40196.3,-278.949
10 MV,530KHZ,40157.6,-0.339144,2.48721e-05,1.50931e-07,40216.9,-300.278
10 MV,530KHZ,40223.6,-0.273373,2.48609e-05,1.58437e-07,40175.5,-317.707
10 MV,530KHZ,40212.2,-0.466815,2.49042e-05,1.66837e-07,40096.9,-290.958
10 MV,530KHZ,40208.4,-0.347706,2.48704e-05,1.3457e-07,40115.1,-247.184
10 MV,530KHZ,40207.7,-0.454748,2.49137e-05,1.54211e-07,40119.2,-198.732
10 MV,530KHZ,40209.8,-0.466535,2.48296e-05,1.09051e-07,40124.9,-330.433
10 MV,530KHZ,40211.0,-0.424313,2.48736e-05,1.74645e-07,40239.5,-255.599
10 MV,540KHZ,40148.3,-0.389127,2.48447e-05,1.95075e-07,40170.2,-308.113
10 MV,540KHZ,40221.7,-0.448627,2.48572e-05,2.03095e-07,40248.1,-222.162
10 MV,540KHZ,40185.4,-0.352548,2.48269e-05,1.71632e-07,40192.2,-330.592
10 MV,540KHZ,40120.8,-0.399241,2.48254e-05,1.9292e-07,40246.7,-289.692
10 MV,540KHZ,40238.6,-0.427106,2.48556e-05,1.73915e-07,40210.3,-253.241
10 MV,540KHZ,40194.9,-0.459528,2.48762e-05,1.74477e-07,40221.2,-274.891
10 MV,540KHZ,40266.9,-0.422579,2.48517e-05,2.2078e-07,40190.7,-301.856
10 MV,540KHZ,40231.8,-0.273954,2.48566e-05,1.52163e-07,40180.1,-274.214
10 MV,550KHZ,42956.9,2.06318,2.33835e-05,-7.8556e-07,42086.7,1716.4
10 MV,550KHZ,42425.0,2.47048,2.32423e-05,-8.34791e-07,42846.0,1439.21
10 MV,550KHZ,42013.8,2.52262,2.36334e-05,-9.51433e-07,42978.2,1505.93
10 MV,550KHZ,42827.7,1.93304,2.36998e-05,-9.79157e-07,42202.0,1770.04
10 MV,550KHZ,42964.2,1.76489,2.33472e-05,-7.69781e-07,42271.3,1681.89
10 MV,550KHZ,42249.2,2.40195,2.33291e-05,-8.32068e-07,42921.2,1443.29
10 MV,550KHZ,42216.4,2.4314,2.37105e-05,-1.06951e-06,42589.7,1373.99
10 MV,550KHZ,42829.3,1.89766,2.35802e-05,-9.54522e-07,42349.0,1979.46
10 MV,560KHZ,42838.1,1.82017,2.35311e-05,-7.79467e-07,42103.3,1790.1
10 MV,560KHZ,42856.7,2.21887,2.32245e-05,-8.12611e-07,42423.1,1559.98
10 MV,560KHZ,42104.3,2.50078,2.34528e-05,-9.43055e-07,43000.3,1427.4
10 MV,560KHZ,42337.5,2.25258,2.37552e-05,-9.66683e-07,42582.2,1626.07
10 MV,560KHZ,43063.3,1.85865,2.35062e-05,-8.62331e-07,42109.4,1721.84
10 MV,560KHZ,42601.6,2.14321,2.32496e-05,-7.94318e-07,42615.7,1515.59
10 MV,560KHZ,42033.8,2.58867,2.35119e-05,-8.75058e-07,42949.8,1425.8
10 MV,560KHZ,42505.6,2.08446,2.372e-05,-1.01758e-06,42313.4,1612.51
10 MV,570KHZ,42710.2,1.8918,2.35891e-05,-7.86516e-07,42199.2,1776.45
10 MV,570KHZ,42816.1,2.21615,2.33277e-05,-7.80098e-07,42323.8,1461.23
10 MV,570KHZ,42168.5,2.28539,2.33783e-05,-9.80941e-07,42781.3,1536.65
10 MV,570KHZ,42224.2,1.96761,2.36513e-05,-9.31737e-07,42729.9,1699.79
10 MV,570KHZ,42982.4,1.88454,2.35314e-05,-8.67024e-07,42115.3,1713.97
10 MV,570KHZ,42697.6,2.14628,2.3227e-05,-7.68713e-07,42441.9,1502.21
10 MV,570KHZ,42157.0,2.48469,2.34452e-05,-9.04449e-07,42917.9,1530.86
10 MV,570KHZ,42318.4,2.0943,2.35846e-05,-9.71483e-07,42557.5,1668.57
10 MV,580KHZ,42557.8,2.37673,2.3298e-05,-7.94678e-07,42620.2,1333.07
10 MV,580KHZ,42127.7,2.32726,2.35772e-05,-1.00681e-06,42876.7,1540.72
10 MV,580KHZ,42579.3,1.94411,2.36313e-05,-8.49933e-07,42415.9,1748.44
10 MV,580KHZ,42909.7,2.30809,2.34797e-05,-8.29724e-07,42126.6,1566.1
10 MV,580KHZ,42610.3,2.45952,2.33012e-05,-9.11879e-07,42570.4,1486.96
10 MV,580KHZ,42092.4,2.36148,2.35792e-05,-9.52042e-07,42885.5,1605.23
10 MV,580KHZ,42686.5,1.86364,2.37023e-05,-8.68252e-07,42401.8,1673.43
10 MV,580KHZ,43054.7,2.05363,2.33773e-05,-8.08153e-07,42116.4,1531.79
10 MV,590KHZ,42306.6,2.72038,2.34405e-05,-8.58923e-07,42841.4,1191.31
10 MV,590KHZ,42466.8,2.43176,2.35916e-05,-1.09969e-06,42591.6,1606.82
10 MV,590KHZ,42772.4,1.54524,2.34961e-05,-8.94538e-07,42236.8,2094.67
10 MV,590KHZ,42622.5,2.06558,2.33684e-05,-6.66626e-07,42570.3,1560.7
10 MV,590KHZ,42491.7,2.6382,2.34865e-05,-8.94259e-07,42703.1,1299.79
10 MV,590KHZ,42499.6,2.08672,2.36311e-05,-1.05435e-06,42549.6,1724.03
10 MV,590KHZ,42741.6,1.63427,2.35068e-05,-7.75563e-07,42344.6,1991.96
10 MV,590KHZ,42609.9,2.42248,2.34243e-05,-6.84583e-07,42475.5,1343.51
10 MV,600KHZ,42182.6,2.0719,2.35658e-05,-1.07579e-06,42612.3,1714.51
10 MV,600KHZ,42542.2,1.72937,2.35727e-05,-7.7999e-07,42429.3,1783.63
10 MV,600KHZ,42765.4,2.39403,2.34084e-05,-7.43418e-07,42296.4,1446.03
10 MV,600KHZ,42577.2,2.22106,2.33375e-05,-9.43717e-07,42745.0,1329.45
10 MV,600KHZ,42238.1,2.07369,2.3543e-05,-9.68482e-07,42671.1,1732.19
10 MV,600KHZ,42732.8,1.8696,2.36273e-05,-7.87228e-07,42281.9,1713.83
10 MV,600KHZ,42882.7,2.33295,2.33246e-05,-7.69802e-07,42267.6,1419.95
10 MV,600KHZ,42297.0,2.34991,2.33758e-05,-9.14344e-07,42731.4,1530.74
10 MV,610KHZ,42297.7,2.52593,2.34085e-05,-9.56218e-07,42698.1,1463.93
10 MV,610KHZ,42230.2,2.20903,2.35659e-05,-9.67244e-07,42732.5,1605.42
10 MV,610KHZ,42848.7,1.901,2.36276e-05,-8.13932e-07,42136.5,1721.1
10 MV,610KHZ,42870.0,2.04828,2.32903e-05,-7.81074e-07,42444.3,1459.35
10 MV,610KHZ,42284.4,2.43659,2.3419e-05,-9.00315e-07,42831.3,1539.88
10 MV,610KHZ,42305.9,2.11574,2.36813e-05,-9.41437e-07,42681.1,1637.2
10 MV,610KHZ,42777.3,1.89271,2.35427e-05,-7.90156e-07,42085.0,1785.82
10 MV,610KHZ,42754.6,2.31438,2.32566e-05,-7.81633e-07,42429.0,1465.17
10 MV,620KHZ,42739.0,2.39018,2.33007e-05,-8.1309e-07,42403.2,1329.36
10 MV,620KHZ,42195.7,2.31241,2.35047e-05,-9.72945e-07,42828.5,1662.98
10 MV,620KHZ,42439.9,1.92875,2.36668e-05,-8.6442e-07,42410.3,1760.55
10 MV,620KHZ,43055.2,2.11864,2.34658e-05,-7.57417e-07,42112.0,1657.48
10 MV,620KHZ,42520.9,2.32619,2.32859e-05,-8.57531e-07,42655.9,1400.56
10 MV,620KHZ,42075.3,2.21289,2.35771e-05,-9.50165e-07,42899.8,1575.56
10 MV,620KHZ,42507.2,2.09814,2.37488e-05,-8.8112e-07,42457.0,1833.31
10 MV,620KHZ,43048.3,1.99132,2.34318e-05,-7.93363e-07,42118.7,1650.62
10 MV,630KHZ,43471.1,4.36379,2.27832e-05,-1.62546e-06,43760.5,3055.0
10 MV,630KHZ,43889.0,4.36036,2.26026e-05,-1.41178e-06,44195.6,2482.41
10 MV,630KHZ,43846.6,3.31406,2.28197e-05,-1.29122e-06,43776.4,2240.28
10 MV,630KHZ,43656.2,2.99633,2.305e-05,-1.48451e-06,43210.9,2769.52
10 MV,630KHZ,43323.1,3.71942,2.31064e-05,-1.6853e-06,43008.7,3457.39
10 MV,630KHZ,43576.9,4.33267,2.27911e-05,-1.61311e-06,43619.8,3264.05
10 MV,630KHZ,43806.5,4.23434,2.25352e-05,-1.41813e-06,44076.9,2678.6
10 MV,630KHZ,43933.7,3.45059,2.26315e-05,-1.26914e-06,43967.5,2256.07
10 MV,640KHZ,43289.5,3.6295,2.31614e-05,-1.74441e-06,42946.0,3461.78
10 MV,640KHZ,43499.1,4.27929,2.28468e-05,-1.65092e-06,43480.0,3380.15
10 MV,640KHZ,43821.5,4.12643,2.25812e-05,-1.40934e-06,44087.0,2815.75
10 MV,640KHZ,43887.5,3.67696,2.26125e-05,-1.20552e-06,43981.5,2228.25
10 MV,640KHZ,43544.5,3.20069,2.29692e-05,-1.29896e-06,43383.5,2502.44
10 MV,640KHZ,43260.9,3.6755,2.31733e-05,-1.73817e-06,43005.6,3303.65
10 MV,640KHZ,43567.0,4.04844,2.29457e-05,-1.79568e-06,43430.0,3473.12
10 MV,640KHZ,44018.5,4.16267,2.26295e-05,-1.45624e-06,43805.6,3043.37
10 MV,650KHZ,44054.3,3.82825,2.26692e-05,-1.46763e-06,43984.3,2645.13
10 MV,650KHZ,43944.7,2.96459,2.28021e-05,-1.1796e-06,43481.6,2531.52
10 MV,650KHZ,43532.4,3.06335,2.29708e-05,-1.32674e-06,42979.8,2908.86
10 MV,650KHZ,43049.2,4.16094,2.299e-05,-1.6191e-06,43137.5,3263.32
10 MV,650KHZ,43401.8,4.66073,2.27903e-05,-1.6695e-06,43838.6,3035.66
10 MV,650KHZ,43850.5,4.00368,2.27184e-05,-1.5807e-06,44235.9,2713.31
10 MV,650KHZ,44075.5,3.05193,2.27706e-05,-1.31068e-06,43757.7,2413.78
10 MV,650KHZ,43804.4,3.01462,2.29393e-05,-1.3121e-06,43138.5,2750.76
10 MV,660KHZ,44395.5,5.04346,2.24088e-05,-2.00644e-06,44042.0,3871.78
10 MV,660KHZ,44320.9,5.09604,2.2471e-05,-2.05879e-06,44271.8,3909.77
10 MV,660KHZ,44460.6,4.98294,2.24006e-05,-1.98987e-06,44323.3,3846.29
10 MV,660KHZ,44373.6,5.20985,2.23936e-05,-1.98597e-06,44206.5,3843.31
10 MV,660KHZ,44433.4,5.06697,2.24215e-05,-1.97907e-06,44188.7,3952.67
10 MV,660KHZ,44471.4,5.12223,2.24593e-05,-1.92141e-06,44135.7,3996.45
10 MV,660KHZ,44439.4,4.89622,2.2406e-05,-1.97938e-06,44192.6,4030.05
10 MV,660KHZ,44519.0,4.86203,2.23685e-05,-2.05142e-06,44096.3,3971.97
10 MV,670KHZ,44485.2,5.15512,2.25218e-05,-1.97521e-06,44329.8,3894.47
10 MV,670KHZ,44566.0,5.06601,2.24299e-05,-2.12814e-06,44233.6,3935.05
10 MV,670KHZ,44312.3,5.0211,2.23805e-05,-1.94518e-06,44246.0,3873.6
10 MV,670KHZ,44509.4,5.12804,2.25024e-05,-2.03182e-06,44309.8,3983.37
10 MV,670KHZ,44508.0,5.19195,2.24144e-05,-1.94386e-06,44397.1,3885.71
10 MV,670KHZ,44322.4,5.05119,2.23747e-05,-2.03413e-06,44327.1,3803.28
10 MV,670KHZ,44369.6,4.92338,2.23497e-05,-2.05206e-06,44253.4,3880.49
10 MV,670KHZ,44499.3,5.01598,2.24403e-05,-2.0468e-06,44204.6,3841.22
10 MV,680KHZ,44337.2,4.85717,2.24023e-05,-2.04894e-06,44415.8,3862.96
10 MV,680KHZ,44683.0,5.06095,2.23825e-05,-1.97736e-06,44370.7,3974.67
10 MV,680KHZ,44255.4,4.94928,2.2461e-05,-1.95656e-06,44371.3,3788.47
10 MV,680KHZ,44316.9,5.01928,2.24628e-05,-2.01911e-06,44283.7,3879.33
10 MV,680KHZ,44338.0,5.0656,2.24211e-05,-1.97432e-06,44290.0,4009.23
10 MV,680KHZ,44451.0,5.0202,2.24254e-05,-1.99096e-06,44194.2,3951.69
10 MV,680KHZ,44488.2,5.24814,2.24274e-05,-1.96183e-06,44118.7,3748.87
10 MV,680KHZ,44468.3,4.92216,2.24952e-05,-1.92462e-06,44233.7,3911.16
10 MV,690KHZ,44335.8,5.06855,2.25477e-05,-1.84723e-06,44400.5,4013.14
10 MV,690KHZ,44322.1,5.0467,2.24074e-05,-2.00934e-06,44265.2,3965.6
10 MV,690KHZ,44331.8,5.06231,2.24409e-05,-1.92805e-06,44291.9,3855.31
10 MV,690KHZ,44557.8,5.17582,2.24836e-05,-2.03071e-06,44429.7,3920.63
10 MV,690KHZ,44464.9,4.91371,2.25085e-05,-1.92173e-06,44195.9,3917.51
10 MV,690KHZ,44367.0,5.05701,2.2418e-05,-1.99214e-06,44267.1,3953.13
10 MV,690KHZ,44524.7,5.1987,2.2449e-05,-2.02453e-06,44213.2,4006.77
10 MV,690KHZ,44276.4,5.15108,2.24478e-05,-2.01477e-06,44290.5,3858.0
10 MV,700KHZ,44347.5,3832.27,2.24308e-05,-1.94529e-06,44256.6,4018.39
10 MV,700KHZ,44325.9,5.06077,2.24216e-05,-2.0415e-06,44283.6,3880.22
10 MV,700KHZ,44426.1,5.07299,2.24315e-05,-2.02233e-06,44297.4,3986.68
10 MV,700KHZ,44452.7,5.08527,2.24056e-05,-1.92809e-06,44212.7,3840.92
10 MV,700KHZ,44404.5,5.0101,2.24358e-05,-1.99033e-06,44106.7,3937.62
10 MV,700KHZ,44568.0,5.17943,2.24598e-05,-1.96317e-06,44254.3,3784.71
10 MV,700KHZ,44224.4,5.10278,2.23521e-05,-1.95018e-06,44266.5,3928.56
10 MV,700KHZ,44588.4,5.04068,2.2398e-05,-1.97688e-06,44190.0,4071.21
10 MV,710KHZ,44124.2,4078.3,2.23913e-05,-1.95219e-06,44388.7,3864.02
10 MV,710KHZ,44325.5,5.02001,2.24031e-05,-2.03801e-06,44316.5,3999.78
10 MV,710KHZ,44406.0,5.02221,2.23739e-05,-1.96618e-06,44336.8,3884.2
10 MV,710KHZ,44455.4,4.74808,2.24206e-05,-2.01185e-06,44115.4,3933.79
10 MV,710KHZ,44346.3,5.07957,2.24158e-05,-1.95183e-06,44358.9,3925.9
10 MV,710KHZ,44215.1,5.11597,2.23717e-05,-1.98049e-06,44277.9,4015.31
10 MV,710KHZ,44593.5,4.98141,2.24342e-05,-1.98544e-06,44103.9,3813.76
10 MV,710KHZ,44408.0,4.99075,2.24793e-05,-1.91863e-06,44211.2,3971.36
10 MV,720KHZ,44385.8,5.18827,2.2419e-05,-1.94714e-06,44203.9,3853.8
10 MV,720KHZ,44434.4,4.94517,2.2479e-05,-2.00556e-06,44291.3,3837.67
10 MV,720KHZ,44512.0,5.24545,2.24425e-05,-2.00773e-06,44236.9,4026.69
10 MV,720KHZ,44327.4,5.25609,2.24553e-05,-1.91825e-06,44313.8,4004.55
10 MV,720KHZ,44587.0,4.94518,2.24156e-05,-1.99214e-06,44253.6,4117.59
10 MV,720KHZ,44370.4,5.02115,2.24537e-05,-2.02978e-06,44192.1,4080.19
10 MV,720KHZ,44392.4,5.11808,2.24067e-05,-1.99962e-06,44369.4,3848.13
